coords,lat,lon
"16.5, -62.05",16.5,-62.05
"16.5, -62.075",16.5,-62.075
"16.5, -62.1",16.5,-62.1
"16.5, -62.125",16.5,-62.125
"16.5, -62.15",16.5,-62.15
"16.5, -62.175",16.5,-62.175
"16.5, -62.2",16.5,-62.2
"16.525, -60.4",16.525,-60.4
"16.525, -60.425",16.525,-60.425
"16.525, -60.45",16.525,-60.45
"16.525, -60.475",16.525,-60.475
"16.525, -60.5",16.525,-60.5
"16.525, -60.525",16.525,-60.525
"16.525, -60.55",16.525,-60.55
"16.525, -60.575",16.525,-60.575
"16.525, -60.6",16.525,-60.6
"16.525, -60.625",16.525,-60.625
"16.525, -60.65",16.525,-60.65
"16.525, -60.675",16.525,-60.675
"16.525, -60.7",16.525,-60.7
"16.525, -60.725",16.525,-60.725
"16.525, -60.75",16.525,-60.75
"16.525, -60.775",16.525,-60.775
"16.525, -60.8",16.525,-60.8
"16.525, -60.825",16.525,-60.825
"16.525, -60.85",16.525,-60.85
"16.525, -60.875",16.525,-60.875
"16.525, -60.9",16.525,-60.9
"16.525, -60.925",16.525,-60.925
"16.525, -60.95",16.525,-60.95
"16.525, -60.975",16.525,-60.975
"16.525, -61",16.525,-61
"16.525, -61.025",16.525,-61.025
"16.525, -61.05",16.525,-61.05
"16.525, -61.075",16.525,-61.075
"16.525, -61.1",16.525,-61.1
"16.525, -61.125",16.525,-61.125
"16.525, -61.15",16.525,-61.15
"16.525, -61.175",16.525,-61.175
"16.525, -61.2",16.525,-61.2
"16.525, -61.225",16.525,-61.225
"16.525, -61.25",16.525,-61.25
"16.525, -61.275",16.525,-61.275
"16.525, -61.3",16.525,-61.3
"16.525, -61.325",16.525,-61.325
"16.525, -61.35",16.525,-61.35
"16.525, -61.375",16.525,-61.375
"16.525, -61.4",16.525,-61.4
"16.525, -61.425",16.525,-61.425
"16.525, -61.45",16.525,-61.45
"16.525, -61.475",16.525,-61.475
"16.525, -61.5",16.525,-61.5
"16.525, -61.525",16.525,-61.525
"16.525, -61.55",16.525,-61.55
"16.525, -61.575",16.525,-61.575
"16.525, -61.6",16.525,-61.6
"16.525, -61.625",16.525,-61.625
"16.525, -61.65",16.525,-61.65
"16.525, -61.675",16.525,-61.675
"16.525, -61.7",16.525,-61.7
"16.525, -61.725",16.525,-61.725
"16.525, -61.75",16.525,-61.75
"16.525, -61.775",16.525,-61.775
"16.525, -61.8",16.525,-61.8
"16.525, -61.825",16.525,-61.825
"16.525, -61.85",16.525,-61.85
"16.525, -61.875",16.525,-61.875
"16.525, -61.9",16.525,-61.9
"16.525, -61.925",16.525,-61.925
"16.525, -61.95",16.525,-61.95
"16.525, -61.975",16.525,-61.975
"16.525, -62",16.525,-62
"16.525, -62.025",16.525,-62.025
"16.525, -62.05",16.525,-62.05
"16.525, -62.075",16.525,-62.075
"16.525, -62.1",16.525,-62.1
"16.525, -62.125",16.525,-62.125
"16.525, -62.15",16.525,-62.15
"16.525, -62.175",16.525,-62.175
"16.525, -62.2",16.525,-62.2
"16.55, -60.4",16.55,-60.4
"16.55, -60.425",16.55,-60.425
"16.55, -60.45",16.55,-60.45
"16.55, -60.475",16.55,-60.475
"16.55, -60.5",16.55,-60.5
"16.55, -60.525",16.55,-60.525
"16.55, -60.55",16.55,-60.55
"16.55, -60.575",16.55,-60.575
"16.55, -60.6",16.55,-60.6
"16.55, -60.625",16.55,-60.625
"16.55, -60.65",16.55,-60.65
"16.55, -60.675",16.55,-60.675
"16.55, -60.7",16.55,-60.7
"16.55, -60.725",16.55,-60.725
"16.55, -60.75",16.55,-60.75
"16.55, -60.775",16.55,-60.775
"16.55, -60.8",16.55,-60.8
"16.55, -60.825",16.55,-60.825
"16.55, -60.85",16.55,-60.85
"16.55, -60.875",16.55,-60.875
"16.55, -60.9",16.55,-60.9
"16.55, -60.925",16.55,-60.925
"16.55, -60.95",16.55,-60.95
"16.55, -60.975",16.55,-60.975
"16.55, -61",16.55,-61
"16.55, -61.025",16.55,-61.025
"16.55, -61.05",16.55,-61.05
"16.55, -61.075",16.55,-61.075
"16.55, -61.1",16.55,-61.1
"16.55, -61.125",16.55,-61.125
"16.55, -61.15",16.55,-61.15
"16.55, -61.175",16.55,-61.175
"16.55, -61.2",16.55,-61.2
"16.55, -61.225",16.55,-61.225
"16.55, -61.25",16.55,-61.25
"16.55, -61.275",16.55,-61.275
"16.55, -61.3",16.55,-61.3
"16.55, -61.325",16.55,-61.325
"16.55, -61.35",16.55,-61.35
"16.55, -61.375",16.55,-61.375
"16.55, -61.4",16.55,-61.4
"16.55, -61.425",16.55,-61.425
"16.55, -61.45",16.55,-61.45
"16.55, -61.475",16.55,-61.475
"16.55, -61.5",16.55,-61.5
"16.55, -61.525",16.55,-61.525
"16.55, -61.55",16.55,-61.55
"16.55, -61.575",16.55,-61.575
"16.55, -61.6",16.55,-61.6
"16.55, -61.625",16.55,-61.625
"16.55, -61.65",16.55,-61.65
"16.55, -61.675",16.55,-61.675
"16.55, -61.7",16.55,-61.7
"16.55, -61.725",16.55,-61.725
"16.55, -61.75",16.55,-61.75
"16.55, -61.775",16.55,-61.775
"16.55, -61.8",16.55,-61.8
"16.55, -61.825",16.55,-61.825
"16.55, -61.85",16.55,-61.85
"16.55, -61.875",16.55,-61.875
"16.55, -61.9",16.55,-61.9
"16.55, -61.925",16.55,-61.925
"16.55, -61.95",16.55,-61.95
"16.55, -61.975",16.55,-61.975
"16.55, -62",16.55,-62
"16.55, -62.025",16.55,-62.025
"16.55, -62.05",16.55,-62.05
"16.55, -62.075",16.55,-62.075
"16.55, -62.1",16.55,-62.1
"16.55, -62.125",16.55,-62.125
"16.55, -62.15",16.55,-62.15
"16.55, -62.175",16.55,-62.175
"16.55, -62.2",16.55,-62.2
"16.575, -60.4",16.575,-60.4
"16.575, -60.425",16.575,-60.425
"16.575, -60.45",16.575,-60.45
"16.575, -60.475",16.575,-60.475
"16.575, -60.5",16.575,-60.5
"16.575, -60.525",16.575,-60.525
"16.575, -60.55",16.575,-60.55
"16.575, -60.575",16.575,-60.575
"16.575, -60.6",16.575,-60.6
"16.575, -60.625",16.575,-60.625
"16.575, -60.65",16.575,-60.65
"16.575, -60.675",16.575,-60.675
"16.575, -60.7",16.575,-60.7
"16.575, -60.725",16.575,-60.725
"16.575, -60.75",16.575,-60.75
"16.575, -60.775",16.575,-60.775
"16.575, -60.8",16.575,-60.8
"16.575, -60.825",16.575,-60.825
"16.575, -60.85",16.575,-60.85
"16.575, -60.875",16.575,-60.875
"16.575, -60.9",16.575,-60.9
"16.575, -60.925",16.575,-60.925
"16.575, -60.95",16.575,-60.95
"16.575, -60.975",16.575,-60.975
"16.575, -61",16.575,-61
"16.575, -61.025",16.575,-61.025
"16.575, -61.05",16.575,-61.05
"16.575, -61.075",16.575,-61.075
"16.575, -61.1",16.575,-61.1
"16.575, -61.125",16.575,-61.125
"16.575, -61.15",16.575,-61.15
"16.575, -61.175",16.575,-61.175
"16.575, -61.2",16.575,-61.2
"16.575, -61.225",16.575,-61.225
"16.575, -61.25",16.575,-61.25
"16.575, -61.275",16.575,-61.275
"16.575, -61.3",16.575,-61.3
"16.575, -61.325",16.575,-61.325
"16.575, -61.35",16.575,-61.35
"16.575, -61.375",16.575,-61.375
"16.575, -61.4",16.575,-61.4
"16.575, -61.425",16.575,-61.425
"16.575, -61.45",16.575,-61.45
"16.575, -61.475",16.575,-61.475
"16.575, -61.5",16.575,-61.5
"16.575, -61.525",16.575,-61.525
"16.575, -61.55",16.575,-61.55
"16.575, -61.575",16.575,-61.575
"16.575, -61.6",16.575,-61.6
"16.575, -61.625",16.575,-61.625
"16.575, -61.65",16.575,-61.65
"16.575, -61.675",16.575,-61.675
"16.575, -61.7",16.575,-61.7
"16.575, -61.725",16.575,-61.725
"16.575, -61.75",16.575,-61.75
"16.575, -61.775",16.575,-61.775
"16.575, -61.8",16.575,-61.8
"16.575, -61.825",16.575,-61.825
"16.575, -61.85",16.575,-61.85
"16.575, -61.875",16.575,-61.875
"16.575, -61.9",16.575,-61.9
"16.575, -61.925",16.575,-61.925
"16.575, -61.95",16.575,-61.95
"16.575, -61.975",16.575,-61.975
"16.575, -62",16.575,-62
"16.575, -62.025",16.575,-62.025
"16.575, -62.05",16.575,-62.05
"16.575, -62.075",16.575,-62.075
"16.575, -62.1",16.575,-62.1
"16.575, -62.125",16.575,-62.125
"16.575, -62.15",16.575,-62.15
"16.575, -62.175",16.575,-62.175
"16.575, -62.2",16.575,-62.2
"16.6, -60.4",16.6,-60.4
"16.6, -60.425",16.6,-60.425
"16.6, -60.45",16.6,-60.45
"16.6, -60.475",16.6,-60.475
"16.6, -60.5",16.6,-60.5
"16.6, -60.525",16.6,-60.525
"16.6, -60.55",16.6,-60.55
"16.6, -60.575",16.6,-60.575
"16.6, -60.6",16.6,-60.6
"16.6, -60.625",16.6,-60.625
"16.6, -60.65",16.6,-60.65
"16.6, -60.675",16.6,-60.675
"16.6, -60.7",16.6,-60.7
"16.6, -60.725",16.6,-60.725
"16.6, -60.75",16.6,-60.75
"16.6, -60.775",16.6,-60.775
"16.6, -60.8",16.6,-60.8
"16.6, -60.825",16.6,-60.825
"16.6, -60.85",16.6,-60.85
"16.6, -60.875",16.6,-60.875
"16.6, -60.9",16.6,-60.9
"16.6, -60.925",16.6,-60.925
"16.6, -60.95",16.6,-60.95
"16.6, -60.975",16.6,-60.975
"16.6, -61",16.6,-61
"16.6, -61.025",16.6,-61.025
"16.6, -61.05",16.6,-61.05
"16.6, -61.075",16.6,-61.075
"16.6, -61.1",16.6,-61.1
"16.6, -61.125",16.6,-61.125
"16.6, -61.15",16.6,-61.15
"16.6, -61.175",16.6,-61.175
"16.6, -61.2",16.6,-61.2
"16.6, -61.225",16.6,-61.225
"16.6, -61.25",16.6,-61.25
"16.6, -61.275",16.6,-61.275
"16.6, -61.3",16.6,-61.3
"16.6, -61.325",16.6,-61.325
"16.6, -61.35",16.6,-61.35
"16.6, -61.375",16.6,-61.375
"16.6, -61.4",16.6,-61.4
"16.6, -61.425",16.6,-61.425
"16.6, -61.45",16.6,-61.45
"16.6, -61.475",16.6,-61.475
"16.6, -61.5",16.6,-61.5
"16.6, -61.525",16.6,-61.525
"16.6, -61.55",16.6,-61.55
"16.6, -61.575",16.6,-61.575
"16.6, -61.6",16.6,-61.6
"16.6, -61.625",16.6,-61.625
"16.6, -61.65",16.6,-61.65
"16.6, -61.675",16.6,-61.675
"16.6, -61.7",16.6,-61.7
"16.6, -61.725",16.6,-61.725
"16.6, -61.75",16.6,-61.75
"16.6, -61.775",16.6,-61.775
"16.6, -61.8",16.6,-61.8
"16.6, -61.825",16.6,-61.825
"16.6, -61.85",16.6,-61.85
"16.6, -61.875",16.6,-61.875
"16.6, -61.9",16.6,-61.9
"16.6, -61.925",16.6,-61.925
"16.6, -61.95",16.6,-61.95
"16.6, -61.975",16.6,-61.975
"16.6, -62",16.6,-62
"16.6, -62.025",16.6,-62.025
"16.6, -62.05",16.6,-62.05
"16.6, -62.075",16.6,-62.075
"16.6, -62.1",16.6,-62.1
"16.6, -62.125",16.6,-62.125
"16.6, -62.15",16.6,-62.15
"16.6, -62.175",16.6,-62.175
"16.6, -62.2",16.6,-62.2
